DayOfWeek,FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,CRSDepTime,CRSArrTime,CRSElapsedTime,Distance,ArrDelay,DelayFactor
6,2017-07-01,OO,N782SK,5257,LIT,"Little Rock, AR",AR,DEN,"Denver, CO",CO,855.0,1014.0,139.0,771.0,74.0,CarrierDelay
4,2018-01-11,AA,N941NN,1440,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,1616.0,1742.0,86.0,236.0,-20.0,
3,2014-01-01,MQ,N817MQ,3461,BNA,"Nashville, TN",TN,LGA,"New York, NY",NY,1420.0,1725.0,125.0,764.0,206.0,WeatherDelay
3,2017-04-05,DL,N972DL,1683,ATL,"Atlanta, GA",GA,IAH,"Houston, TX",TX,1510.0,1630.0,140.0,689.0,162.0,WeatherDelay
2,2014-06-10,US,N807AW,2045,BUF,"Buffalo, NY",NY,CLT,"Charlotte, NC",NC,1150.0,1337.0,107.0,546.0,-4.0,
6,2014-09-13,WN,N206WN,4623,MDW,"Chicago, IL",IL,DTW,"Detroit, MI",MI,2045.0,2255.0,70.0,228.0,-22.0,
6,2014-06-14,VX,N840VA,897,LAS,"Las Vegas, NV",NV,SFO,"San Francisco, CA",CA,655.0,815.0,80.0,414.0,-3.0,
7,2012-04-01,OO,N416SW,4499,SLC,"Salt Lake City, UT",UT,ABQ,"Albuquerque, NM",NM,946.0,1123.0,97.0,493.0,20.0,NASDelay
1,2016-11-21,WN,N259WN,2405,LAX,"Los Angeles, CA",CA,LAS,"Las Vegas, NV",NV,1850.0,1950.0,60.0,236.0,22.0,LateAircraftDelay
4,2013-11-28,FL,N895AT,131,RDU,"Raleigh/Durham, NC",NC,ATL,"Atlanta, GA",GA,625.0,748.0,83.0,356.0,16.0,NASDelay
7,2016-07-31,WN,N389SW,1851,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,805.0,940.0,95.0,447.0,-19.0,
4,2011-06-23,WN,N484WN,226,IAD,"Washington, DC",VA,MDW,"Chicago, IL",IL,940.0,1035.0,115.0,577.0,-8.0,
1,2017-02-20,DL,N956DN,95,ATL,"Atlanta, GA",GA,DTW,"Detroit, MI",MI,1255.0,1455.0,120.0,594.0,-20.0,
7,2011-02-06,EV,N908EV,5090,BMI,"Bloomington/Normal, IL",IL,ATL,"Atlanta, GA",GA,600.0,852.0,112.0,533.0,18.0,WeatherDelay
6,2014-01-25,WN,N796SW,2223,LIT,"Little Rock, AR",AR,DAL,"Dallas, TX",TX,1620.0,1730.0,70.0,296.0,-1.0,
4,2011-04-07,OO,N764SK,1166,ABQ,"Albuquerque, NM",NM,IAH,"Houston, TX",TX,635.0,933.0,118.0,744.0,-2.0,
4,2013-04-25,B6,N621JB,480,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,2320.0,744.0,324.0,2611.0,32.0,LateAircraftDelay
6,2019-11-02,MQ,N668HH,3508,PNS,"Pensacola, FL",FL,MIA,"Miami, FL",FL,551.0,835.0,104.0,530.0,-14.0,
3,2010-09-15,AA,N3DTAA,1231,BDL,"Hartford, CT",CT,DFW,"Dallas/Fort Worth, TX",TX,1305.0,1555.0,230.0,1471.0,134.0,CarrierDelay
2,2010-11-23,DL,N531US,2280,STL,"St. Louis, MO",MO,ATL,"Atlanta, GA",GA,605.0,850.0,105.0,483.0,19.0,WeatherDelay
2,2014-09-09,DL,N377NW,2586,SLC,"Salt Lake City, UT",UT,DFW,"Dallas/Fort Worth, TX",TX,948.0,1327.0,159.0,989.0,-24.0,
7,2019-10-27,WN,N953WN,3051,CHS,"Charleston, SC",SC,DAL,"Dallas, TX",TX,1555.0,1730.0,155.0,977.0,16.0,CarrierDelay
5,2014-01-31,MQ,N905MQ,3741,DFW,"Dallas/Fort Worth, TX",TX,VPS,"Valparaiso, FL",FL,750.0,940.0,110.0,641.0,0.0,
5,2019-10-11,B6,N506JB,2248,LAS,"Las Vegas, NV",NV,JFK,"New York, NY",NY,1529.0,2330.0,301.0,2248.0,27.0,CarrierDelay
3,2010-12-08,DL,N910DL,1491,ATL,"Atlanta, GA",GA,SAT,"San Antonio, TX",TX,1748.0,1933.0,165.0,874.0,-9.0,
3,2016-06-15,AA,N5FGAA,2382,JFK,"New York, NY",NY,MIA,"Miami, FL",FL,1345.0,1700.0,195.0,1089.0,-30.0,
7,2016-03-13,WN,N440LV,4603,DEN,"Denver, CO",CO,ABQ,"Albuquerque, NM",NM,2225.0,2340.0,75.0,349.0,-11.0,
1,2015-08-24,DL,N617DL,853,DTW,"Detroit, MI",MI,RSW,"Fort Myers, FL",FL,834.0,1124.0,170.0,1084.0,22.0,LateAircraftDelay
1,2012-10-29,DL,N342NB,1875,SLC,"Salt Lake City, UT",UT,SJC,"San Jose, CA",CA,2140.0,2231.0,111.0,584.0,-7.0,
5,2016-10-21,OO,N913SW,5042,LAX,"Los Angeles, CA",CA,SBP,"San Luis Obispo, CA",CA,2226.0,2325.0,59.0,156.0,-19.0,
5,2017-03-10,OO,N629BR,4830,ISN,"Williston, ND",ND,MSP,"Minneapolis, MN",MN,1230.0,1418.0,108.0,546.0,23.0,NASDelay
3,2014-09-10,OO,N114SY,5487,DCA,"Washington, DC",VA,ORD,"Chicago, IL",IL,1345.0,1443.0,118.0,612.0,22.0,WeatherDelay
3,2010-05-19,WN,N403WN,510,SEA,"Seattle, WA",WA,MDW,"Chicago, IL",IL,1325.0,1930.0,245.0,1733.0,19.0,LateAircraftDelay
7,2012-08-19,AA,N3BSAA,1802,PHX,"Phoenix, AZ",AZ,DFW,"Dallas/Fort Worth, TX",TX,1625.0,2040.0,135.0,868.0,22.0,CarrierDelay
6,2017-12-09,AA,N3PMAA,1401,CLT,"Charlotte, NC",NC,MIA,"Miami, FL",FL,2015.0,2223.0,128.0,650.0,36.0,NASDelay
2,2019-04-02,B6,N281JB,218,CLT,"Charlotte, NC",NC,JFK,"New York, NY",NY,1002.0,1208.0,126.0,541.0,35.0,NASDelay
6,2014-05-24,DL,N668DN,221,LGA,"New York, NY",NY,ATL,"Atlanta, GA",GA,1700.0,1931.0,151.0,762.0,-7.0,
1,2015-06-08,WN,N461WN,3327,ATL,"Atlanta, GA",GA,MSY,"New Orleans, LA",LA,1525.0,1605.0,100.0,425.0,-12.0,
1,2016-01-25,OO,N457SW,4822,DAY,"Dayton, OH",OH,MSP,"Minneapolis, MN",MN,1724.0,1833.0,129.0,574.0,335.0,LateAircraftDelay
7,2011-10-16,XE,N14905,6187,ORD,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,1333.0,1623.0,110.0,606.0,26.0,CarrierDelay
5,2010-01-29,AA,N463AA,1489,DFW,"Dallas/Fort Worth, TX",TX,MSY,"New Orleans, LA",LA,1705.0,1825.0,80.0,448.0,102.0,CarrierDelay
1,2018-07-09,WN,N7707C,1871,SEA,"Seattle, WA",WA,DEN,"Denver, CO",CO,755.0,1150.0,175.0,1024.0,34.0,CarrierDelay
4,2019-11-21,UA,N23707,776,CLE,"Cleveland, OH",OH,ORD,"Chicago, IL",IL,845.0,910.0,85.0,315.0,222.0,CarrierDelay
4,2019-07-18,OO,N902EV,3114,ORD,"Chicago, IL",IL,ICT,"Wichita, KS",KS,1507.0,1707.0,120.0,588.0,77.0,LateAircraftDelay
3,2017-08-16,DL,N972AT,1855,GSO,"Greensboro/High Point, NC",NC,ATL,"Atlanta, GA",GA,530.0,643.0,73.0,306.0,-23.0,
4,2014-10-02,DL,N339NW,1620,OMA,"Omaha, NE",NE,MSP,"Minneapolis, MN",MN,700.0,808.0,68.0,282.0,-17.0,
5,2010-01-15,OO,N564SW,7800,TWF,"Twin Falls, ID",ID,SLC,"Salt Lake City, UT",UT,630.0,725.0,55.0,175.0,47.0,WeatherDelay
4,2016-09-01,OO,N742SK,5703,ELP,"El Paso, TX",TX,IAH,"Houston, TX",TX,1735.0,2032.0,117.0,667.0,-11.0,
7,2010-02-14,DL,N9333,7305,DTW,"Detroit, MI",MI,MSP,"Minneapolis, MN",MN,1100.0,1206.0,126.0,528.0,-18.0,
4,2013-10-31,B6,N203JB,1109,BOS,"Boston, MA",MA,JAX,"Jacksonville, FL",FL,802.0,1103.0,181.0,1010.0,-21.0,
7,2014-10-12,OO,N772SK,5611,DFW,"Dallas/Fort Worth, TX",TX,LAX,"Los Angeles, CA",CA,2007.0,2129.0,202.0,1235.0,102.0,CarrierDelay
1,2019-06-24,UA,N38727,2081,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,1403.0,1820.0,197.0,1197.0,32.0,NASDelay
2,2018-04-17,AA,N549UW,1995,CLT,"Charlotte, NC",NC,PBI,"West Palm Beach/Palm Beach, FL",FL,1620.0,1815.0,115.0,590.0,36.0,LateAircraftDelay
3,2012-02-22,WN,N233LV,947,ISP,"Islip, NY",NY,RSW,"Fort Myers, FL",FL,1050.0,1350.0,180.0,1101.0,75.0,NASDelay
7,2017-03-12,AA,N3BFAA,2529,CLT,"Charlotte, NC",NC,JFK,"New York, NY",NY,932.0,1127.0,115.0,541.0,73.0,NASDelay
4,2010-10-21,OH,N641CA,6269,LGA,"New York, NY",NY,OMA,"Omaha, NE",NE,1920.0,2151.0,211.0,1148.0,49.0,WeatherDelay
1,2014-12-22,WN,N556WN,445,MSY,"New Orleans, LA",LA,MDW,"Chicago, IL",IL,625.0,850.0,145.0,825.0,-32.0,
4,2016-04-21,EV,N13975,4166,GSP,"Greer, SC",SC,EWR,"Newark, NJ",NJ,1102.0,1259.0,117.0,594.0,-12.0,
4,2017-07-27,WN,N8324A,356,MCO,"Orlando, FL",FL,MDW,"Chicago, IL",IL,1725.0,1915.0,170.0,990.0,79.0,WeatherDelay
7,2018-10-07,WN,N427WN,4549,CMH,"Columbus, OH",OH,DCA,"Washington, DC",VA,1000.0,1115.0,75.0,323.0,-14.0,
1,2012-01-09,AS,N625AS,517,SNA,"Santa Ana, CA",CA,SEA,"Seattle, WA",WA,900.0,1155.0,175.0,978.0,-29.0,
4,2014-06-26,F9,N934FR,369,PHF,"Newport News/Williamsburg, VA",VA,DEN,"Denver, CO",CO,2140.0,2328.0,228.0,1533.0,15.0,NASDelay
3,2013-07-31,UA,N482UA,203,IAH,"Houston, TX",TX,MSY,"New Orleans, LA",LA,1650.0,1806.0,76.0,305.0,-9.0,
4,2015-05-21,OO,N926SW,5222,TUL,"Tulsa, OK",OK,ORD,"Chicago, IL",IL,743.0,939.0,116.0,585.0,-10.0,
7,2016-10-16,WN,N563WN,2153,BNA,"Nashville, TN",TN,PNS,"Pensacola, FL",FL,1855.0,2010.0,75.0,391.0,-9.0,
3,2017-05-31,WN,N299WN,1123,LAS,"Las Vegas, NV",NV,DSM,"Des Moines, IA",IA,1220.0,1710.0,170.0,1216.0,-5.0,
7,2015-05-17,WN,N526SW,184,AUS,"Austin, TX",TX,DAL,"Dallas, TX",TX,930.0,1025.0,55.0,189.0,28.0,CarrierDelay
2,2012-03-20,WN,N947WN,503,CHS,"Charleston, SC",SC,HOU,"Houston, TX",TX,1130.0,1310.0,160.0,928.0,28.0,NASDelay
4,2013-04-25,DL,N918DH,2325,BWI,"Baltimore, MD",MD,ATL,"Atlanta, GA",GA,1515.0,1710.0,115.0,577.0,-4.0,
1,2012-01-23,MQ,N844MQ,3118,RNO,"Reno, NV",NV,LAX,"Los Angeles, CA",CA,955.0,1130.0,95.0,391.0,30.0,WeatherDelay
3,2011-06-08,F9,N912FR,625,SNA,"Santa Ana, CA",CA,DEN,"Denver, CO",CO,1010.0,1320.0,130.0,846.0,-15.0,
5,2016-06-17,UA,N13227,374,ORD,"Chicago, IL",IL,IAH,"Houston, TX",TX,1220.0,1509.0,169.0,925.0,-5.0,
2,2017-11-07,WN,N7855A,133,FLL,"Fort Lauderdale, FL",FL,PHX,"Phoenix, AZ",AZ,1725.0,2030.0,305.0,1972.0,-5.0,
3,2019-08-28,DL,N962DN,1846,PHL,"Philadelphia, PA",PA,ATL,"Atlanta, GA",GA,1918.0,2145.0,147.0,666.0,-17.0,
5,2013-02-08,FL,N940AT,396,MCO,"Orlando, FL",FL,MDW,"Chicago, IL",IL,1740.0,1921.0,161.0,990.0,18.0,CarrierDelay
4,2019-03-21,WN,N7832A,430,MCO,"Orlando, FL",FL,CMH,"Columbus, OH",OH,915.0,1130.0,135.0,802.0,-3.0,
1,2016-07-11,DL,N924AT,2470,ATL,"Atlanta, GA",GA,MDW,"Chicago, IL",IL,2155.0,2258.0,123.0,591.0,30.0,WeatherDelay
7,2011-09-25,DL,N302DQ,269,JFK,"New York, NY",NY,ATL,"Atlanta, GA",GA,800.0,1028.0,148.0,760.0,-18.0,
5,2011-10-28,UA,N556UA,379,IAD,"Washington, DC",VA,MCO,"Orlando, FL",FL,840.0,1050.0,130.0,758.0,64.0,CarrierDelay
4,2018-02-01,AA,N973UY,1776,PHL,"Philadelphia, PA",PA,DFW,"Dallas/Fort Worth, TX",TX,515.0,806.0,231.0,1303.0,-10.0,
4,2010-02-11,DL,N954DL,1801,JFK,"New York, NY",NY,FLL,"Fort Lauderdale, FL",FL,1041.0,1358.0,197.0,1069.0,18.0,NASDelay
5,2010-05-21,US,N427US,1057,CLT,"Charlotte, NC",NC,PBI,"West Palm Beach/Palm Beach, FL",FL,1800.0,1950.0,110.0,590.0,-16.0,
7,2013-02-03,FL,N985AT,72,ATL,"Atlanta, GA",GA,FLL,"Fort Lauderdale, FL",FL,1250.0,1441.0,111.0,581.0,-5.0,
3,2019-05-22,B6,N580JB,1907,BOS,"Boston, MA",MA,BNA,"Nashville, TN",TN,1656.0,1849.0,173.0,942.0,-21.0,
4,2013-03-07,WN,N200WN,2778,SMF,"Sacramento, CA",CA,LAS,"Las Vegas, NV",NV,805.0,930.0,85.0,397.0,-10.0,
2,2012-02-14,EV,N18101,4621,IAH,"Houston, TX",TX,RIC,"Richmond, VA",VA,1855.0,2233.0,158.0,1157.0,-6.0,
3,2017-02-22,B6,N621JB,1635,SFO,"San Francisco, CA",CA,LGB,"Long Beach, CA",CA,1927.0,2043.0,76.0,354.0,149.0,CarrierDelay
2,2012-06-05,WN,N607SW,1278,PDX,"Portland, OR",OR,OAK,"Oakland, CA",CA,2110.0,2255.0,105.0,543.0,-9.0,
3,2010-12-08,AA,N5CBAA,1625,SJU,"San Juan, PR",PR,DFW,"Dallas/Fort Worth, TX",TX,830.0,1155.0,325.0,2165.0,-15.0,
2,2017-09-26,WN,N932WN,950,EWR,"Newark, NJ",NJ,MDW,"Chicago, IL",IL,935.0,1050.0,135.0,711.0,-8.0,
6,2013-03-09,WN,N510SW,3418,AMA,"Amarillo, TX",TX,DAL,"Dallas, TX",TX,710.0,820.0,70.0,323.0,-4.0,
5,2016-02-12,AS,N462AS,711,MSY,"New Orleans, LA",LA,SEA,"Seattle, WA",WA,1640.0,2000.0,320.0,2086.0,-12.0,
2,2011-01-11,AA,N399AA,1048,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,800.0,1205.0,185.0,1197.0,29.0,WeatherDelay
3,2019-06-05,YV,N954LR,5908,DFW,"Dallas/Fort Worth, TX",TX,BRO,"Brownsville, TX",TX,1350.0,1519.0,89.0,482.0,-1.0,
6,2018-03-03,OH,N206PS,5116,CLT,"Charlotte, NC",NC,OKC,"Oklahoma City, OK",OK,1125.0,1323.0,178.0,940.0,58.0,CarrierDelay
4,2016-07-07,WN,N763SW,1595,SEA,"Seattle, WA",WA,SJC,"San Jose, CA",CA,1850.0,2055.0,125.0,696.0,0.0,
7,2018-02-11,MQ,N858AE,3353,ROW,"Roswell, NM",NM,DFW,"Dallas/Fort Worth, TX",TX,1640.0,1914.0,94.0,435.0,-1.0,
5,2018-09-07,YV,N87360,6087,IAH,"Houston, TX",TX,TUS,"Tucson, AZ",AZ,1450.0,1526.0,156.0,936.0,58.0,WeatherDelay
3,2018-06-20,AA,N970TW,2472,RDU,"Raleigh/Durham, NC",NC,DFW,"Dallas/Fort Worth, TX",TX,921.0,1124.0,183.0,1061.0,-12.0,
2,2011-05-24,EV,N878AS,5199,ATL,"Atlanta, GA",GA,CHA,"Chattanooga, TN",TN,1915.0,2002.0,47.0,106.0,28.0,LateAircraftDelay
7,2013-04-07,OO,N454SW,4566,SLC,"Salt Lake City, UT",UT,RDM,"Bend/Redmond, OR",OR,2147.0,2231.0,104.0,525.0,-10.0,
4,2012-08-09,WN,N963WN,3068,BNA,"Nashville, TN",TN,BWI,"Baltimore, MD",MD,2000.0,2240.0,100.0,587.0,56.0,WeatherDelay
5,2018-03-16,WN,N260WN,1481,SAN,"San Diego, CA",CA,SAT,"San Antonio, TX",TX,850.0,1330.0,160.0,1129.0,-10.0,
4,2012-04-05,OO,N962SW,5402,ORD,"Chicago, IL",IL,CID,"Cedar Rapids/Iowa City, IA",IA,732.0,831.0,59.0,196.0,-11.0,
7,2013-10-06,AA,N631AA,1263,JFK,"New York, NY",NY,LAS,"Las Vegas, NV",NV,655.0,920.0,325.0,2248.0,-5.0,
1,2018-11-19,MQ,N843AE,3374,DTW,"Detroit, MI",MI,LGA,"New York, NY",NY,1009.0,1200.0,111.0,502.0,16.0,LateAircraftDelay
3,2010-07-07,XE,N13913,2654,IAH,"Houston, TX",TX,BRO,"Brownsville, TX",TX,2125.0,2237.0,72.0,308.0,77.0,LateAircraftDelay
4,2015-09-17,DL,N711ZX,420,JFK,"New York, NY",NY,LAX,"Los Angeles, CA",CA,1830.0,2146.0,376.0,2475.0,35.0,NASDelay
3,2013-06-19,US,N644AW,618,PHX,"Phoenix, AZ",AZ,ONT,"Ontario, CA",CA,2240.0,2348.0,68.0,325.0,-2.0,
1,2014-04-28,DL,N975AT,1615,HSV,"Huntsville, AL",AL,ATL,"Atlanta, GA",GA,1745.0,1948.0,63.0,151.0,67.0,WeatherDelay
1,2012-03-12,YV,N75994,1010,HNL,"Honolulu, HI",HI,OGG,"Kahului, HI",HI,1500.0,1535.0,35.0,101.0,-9.0,
2,2019-04-09,YX,N632RW,3619,ORD,"Chicago, IL",IL,CVG,"Cincinnati, OH",KY,1609.0,1828.0,79.0,264.0,-11.0,
2,2012-10-02,WN,N241WN,1509,MDW,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1340.0,1645.0,125.0,711.0,31.0,NASDelay
1,2014-03-10,B6,N603JB,669,JFK,"New York, NY",NY,SJC,"San Jose, CA",CA,1831.0,2203.0,392.0,2569.0,-1.0,
5,2012-07-20,FL,N994AT,205,DCA,"Washington, DC",VA,ATL,"Atlanta, GA",GA,1610.0,1757.0,107.0,547.0,-9.0,
3,2012-01-04,EV,N16151,5881,BTV,"Burlington, VT",VT,ORD,"Chicago, IL",IL,1211.0,1345.0,154.0,763.0,-18.0,
4,2014-07-24,US,N256AY,833,CLT,"Charlotte, NC",NC,STT,"Charlotte Amalie, VI",VI,1145.0,1528.0,223.0,1520.0,-3.0,
1,2016-07-18,WN,N922WN,2245,MSY,"New Orleans, LA",LA,DAL,"Dallas, TX",TX,1320.0,1440.0,80.0,436.0,23.0,WeatherDelay
2,2016-03-08,DL,N306DQ,1914,BHM,"Birmingham, AL",AL,ATL,"Atlanta, GA",GA,630.0,840.0,70.0,134.0,-13.0,
5,2015-06-19,UA,N426UA,762,IAH,"Houston, TX",TX,LAX,"Los Angeles, CA",CA,1024.0,1150.0,206.0,1379.0,20.0,NASDelay
5,2018-10-26,AA,N986NN,1444,JFK,"New York, NY",NY,CLT,"Charlotte, NC",NC,819.0,1025.0,126.0,541.0,-14.0,
2,2011-06-07,EV,N607LR,5145,ATL,"Atlanta, GA",GA,HOU,"Houston, TX",TX,1945.0,2058.0,133.0,696.0,-3.0,
4,2011-02-10,OO,N584SW,6947,PDX,"Portland, OR",OR,EUG,"Eugene, OR",OR,1345.0,1420.0,35.0,106.0,76.0,LateAircraftDelay
4,2015-07-16,OO,N143SY,6398,SFO,"San Francisco, CA",CA,BOI,"Boise, ID",ID,1818.0,2100.0,102.0,522.0,45.0,NASDelay
1,2012-06-11,AS,N613AS,105,SEA,"Seattle, WA",WA,ANC,"Anchorage, AK",AK,1010.0,1245.0,215.0,1448.0,-8.0,
4,2012-10-25,WN,N907WN,4608,MDW,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,1130.0,1415.0,285.0,1855.0,60.0,WeatherDelay
3,2019-08-07,AS,N615AS,599,PDX,"Portland, OR",OR,SEA,"Seattle, WA",WA,1345.0,1445.0,60.0,129.0,16.0,NASDelay
7,2018-12-30,OO,N465SW,5277,ORD,"Chicago, IL",IL,CHA,"Chattanooga, TN",TN,1440.0,1724.0,104.0,501.0,-5.0,
4,2012-09-20,EV,N136EV,5318,ATL,"Atlanta, GA",GA,OKC,"Oklahoma City, OK",OK,1606.0,1715.0,129.0,761.0,38.0,CarrierDelay
7,2013-03-10,DL,N327NB,2078,SLC,"Salt Lake City, UT",UT,SAN,"San Diego, CA",CA,1502.0,1555.0,113.0,626.0,-19.0,
2,2014-07-29,MQ,N635MQ,3228,ORD,"Chicago, IL",IL,LSE,"La Crosse, WI",WI,1140.0,1245.0,65.0,215.0,-14.0,
6,2011-12-17,US,N418US,1905,DCA,"Washington, DC",VA,FLL,"Fort Lauderdale, FL",FL,1025.0,1302.0,157.0,899.0,-16.0,
4,2012-02-16,YV,N37178,2799,ELP,"El Paso, TX",TX,PHX,"Phoenix, AZ",AZ,2138.0,2300.0,82.0,347.0,61.0,LateAircraftDelay
6,2019-07-13,EV,N12569,4210,IAH,"Houston, TX",TX,MOB,"Mobile, AL",AL,1635.0,1806.0,91.0,427.0,36.0,LateAircraftDelay
6,2012-03-10,WN,N339SW,1334,MDW,"Chicago, IL",IL,IND,"Indianapolis, IN",IN,2030.0,2220.0,50.0,162.0,53.0,CarrierDelay
6,2014-06-21,AA,N4XJAA,2276,DFW,"Dallas/Fort Worth, TX",TX,IND,"Indianapolis, IN",IN,2000.0,2300.0,120.0,761.0,16.0,NASDelay
6,2015-01-03,EV,N878AS,4883,CAE,"Columbia, SC",SC,ATL,"Atlanta, GA",GA,730.0,839.0,69.0,192.0,-3.0,
6,2019-01-05,WN,N701GS,2797,ATL,"Atlanta, GA",GA,PHL,"Philadelphia, PA",PA,1725.0,1920.0,115.0,666.0,-6.0,
2,2010-11-30,WN,N342SW,23,HOU,"Houston, TX",TX,HRL,"Harlingen/San Benito, TX",TX,1325.0,1425.0,60.0,276.0,19.0,CarrierDelay
2,2019-05-21,MQ,N851AE,3628,DFW,"Dallas/Fort Worth, TX",TX,LCH,"Lake Charles, LA",LA,1440.0,1554.0,74.0,295.0,22.0,WeatherDelay
2,2019-06-18,WN,N494WN,363,DAL,"Dallas, TX",TX,MSY,"New Orleans, LA",LA,810.0,940.0,90.0,436.0,-14.0,
7,2015-10-11,F9,N932FR,1490,ATL,"Atlanta, GA",GA,IAD,"Washington, DC",VA,1455.0,1645.0,110.0,534.0,-10.0,
3,2019-09-18,OO,N139SY,5543,BOI,"Boise, ID",ID,SFO,"San Francisco, CA",CA,1130.0,1225.0,115.0,522.0,60.0,NASDelay
7,2016-11-27,OO,N432SW,4639,MKE,"Milwaukee, WI",WI,MSP,"Minneapolis, MN",MN,755.0,914.0,79.0,297.0,126.0,WeatherDelay
6,2019-05-18,AA,N828AA,82,DFW,"Dallas/Fort Worth, TX",TX,ORD,"Chicago, IL",IL,1240.0,1500.0,140.0,801.0,212.0,WeatherDelay
5,2017-02-10,EV,N13566,4255,EWR,"Newark, NJ",NJ,BNA,"Nashville, TN",TN,1715.0,1859.0,164.0,748.0,91.0,LateAircraftDelay
7,2019-05-05,WN,N8538V,3148,PHX,"Phoenix, AZ",AZ,BNA,"Nashville, TN",TN,600.0,1110.0,190.0,1449.0,-11.0,
2,2014-10-28,WN,N711HK,2601,SMF,"Sacramento, CA",CA,DEN,"Denver, CO",CO,1900.0,2215.0,135.0,909.0,-17.0,
1,2011-06-20,WN,N271LV,672,SNA,"Santa Ana, CA",CA,OAK,"Oakland, CA",CA,1220.0,1340.0,80.0,371.0,0.0,
7,2014-07-13,OO,N793SK,5172,DTW,"Detroit, MI",MI,ORD,"Chicago, IL",IL,1522.0,1547.0,85.0,235.0,54.0,LateAircraftDelay
1,2017-06-05,WN,N428WN,1540,ABQ,"Albuquerque, NM",NM,PDX,"Portland, OR",OR,1345.0,1535.0,170.0,1111.0,58.0,LateAircraftDelay
5,2015-05-15,UA,N38467,1724,KOA,"Kona, HI",HI,SFO,"San Francisco, CA",CA,2116.0,528.0,312.0,2367.0,-14.0,
5,2015-03-20,EV,N751EV,5442,ORF,"Norfolk, VA",VA,DTW,"Detroit, MI",MI,1110.0,1308.0,118.0,529.0,-13.0,
5,2016-02-05,WN,N564WN,1576,DEN,"Denver, CO",CO,HOU,"Houston, TX",TX,1425.0,1740.0,135.0,883.0,-10.0,
7,2014-03-23,WN,N282WN,2680,LAS,"Las Vegas, NV",NV,SJC,"San Jose, CA",CA,915.0,1040.0,85.0,386.0,-8.0,
7,2014-10-19,HA,N396HA,12,HNL,"Honolulu, HI",HI,SFO,"San Francisco, CA",CA,1350.0,2155.0,305.0,2398.0,-4.0,
7,2010-08-01,FL,N945AT,790,CAK,"Akron, OH",OH,BOS,"Boston, MA",MA,1731.0,1910.0,99.0,549.0,130.0,LateAircraftDelay
5,2019-07-26,AS,N281AK,760,SAN,"San Diego, CA",CA,MCO,"Orlando, FL",FL,1000.0,1810.0,310.0,2149.0,-14.0,
1,2011-05-23,CO,N73256,1822,EWR,"Newark, NJ",NJ,SFO,"San Francisco, CA",CA,2025.0,2357.0,392.0,2565.0,16.0,NASDelay
2,2016-07-26,EV,N14148,4433,PIT,"Pittsburgh, PA",PA,EWR,"Newark, NJ",NJ,1821.0,1956.0,95.0,319.0,69.0,LateAircraftDelay
5,2013-07-12,EV,N132EV,4974,BTV,"Burlington, VT",VT,LGA,"New York, NY",NY,1400.0,1523.0,83.0,258.0,34.0,NASDelay
2,2011-07-26,XE,N15932,2812,AMA,"Amarillo, TX",TX,IAH,"Houston, TX",TX,1326.0,1500.0,94.0,517.0,20.0,NASDelay
1,2016-08-29,AA,N5EVAA,1596,DFW,"Dallas/Fort Worth, TX",TX,MIA,"Miami, FL",FL,905.0,1303.0,178.0,1121.0,57.0,CarrierDelay
4,2018-03-01,MQ,N240NN,4116,LIT,"Little Rock, AR",AR,DFW,"Dallas/Fort Worth, TX",TX,1043.0,1205.0,82.0,304.0,-6.0,
5,2011-01-21,DL,N907DL,1666,RDU,"Raleigh/Durham, NC",NC,ATL,"Atlanta, GA",GA,1700.0,1830.0,90.0,356.0,-15.0,
1,2014-02-24,F9,N209FR,582,SLC,"Salt Lake City, UT",UT,DEN,"Denver, CO",CO,710.0,839.0,89.0,391.0,-25.0,
4,2018-01-11,NK,N623NK,958,RSW,"Fort Myers, FL",FL,BOS,"Boston, MA",MA,2052.0,2356.0,184.0,1249.0,-18.0,
4,2012-12-06,EV,N16963,5909,ICT,"Wichita, KS",KS,ORD,"Chicago, IL",IL,1437.0,1627.0,110.0,588.0,-14.0,
3,2019-10-09,B6,N945JT,323,JFK,"New York, NY",NY,LAX,"Los Angeles, CA",CA,829.0,1140.0,371.0,2475.0,-14.0,
3,2017-12-27,DL,N314DN,1969,MCO,"Orlando, FL",FL,ATL,"Atlanta, GA",GA,1020.0,1153.0,93.0,404.0,-11.0,
2,2011-11-08,WN,N447WN,893,IAD,"Washington, DC",VA,MDW,"Chicago, IL",IL,935.0,1035.0,120.0,577.0,105.0,LateAircraftDelay
2,2011-05-17,AA,N3CAAA,1141,JFK,"New York, NY",NY,MIA,"Miami, FL",FL,550.0,855.0,185.0,1090.0,-16.0,
4,2014-12-04,US,N626AW,1984,CLT,"Charlotte, NC",NC,EWR,"Newark, NJ",NJ,740.0,928.0,108.0,529.0,-12.0,
